locus_idx,locus_mean_af,soup_contribution,alpha
72802,0.00000000,0.00000000,0.01261973
72803,1.00000000,0.01261973,0.01261973
72804,1.00000000,0.01261973,0.01261973
72805,1.00000000,0.01261973,0.01261973
72806,0.89473684,0.01129134,0.01261973
72807,0.90909091,0.01147248,0.01261973
72808,0.33333333,0.00420658,0.01261973
72809,0.00000000,0.00000000,0.01261973
72810,0.00000000,0.00000000,0.01261973
72811,0.90909091,0.01147248,0.01261973
72812,0.09090909,0.00114725,0.01261973
72813,0.07692308,0.00097075,0.01261973
72814,0.14285714,0.00180282,0.01261973
72815,0.09090909,0.00114725,0.01261973
72816,0.90000000,0.01135776,0.01261973
72817,0.07142857,0.00090141,0.01261973
72818,0.66666667,0.00841316,0.01261973
72819,0.77777778,0.00981535,0.01261973
72820,0.87500000,0.01104227,0.01261973
72821,0.00000000,0.00000000,0.01261973
72822,0.96153846,0.01213436,0.01261973
72823,0.84615385,0.01067824,0.01261973
72824,0.04000000,0.00050479,0.01261973
72825,0.87500000,0.01104227,0.01261973
72826,0.00000000,0.00000000,0.01261973
72827,0.16666667,0.00210329,0.01261973
72828,0.18750000,0.00236620,0.01261973
72829,0.33333333,0.00420658,0.01261973
72830,0.20000000,0.00252395,0.01261973
72831,0.20000000,0.00252395,0.01261973
72832,0.00000000,0.00000000,0.01261973
72833,0.50000000,0.00630987,0.01261973
72834,0.00000000,0.00000000,0.01261973
72835,0.00000000,0.00000000,0.01261973
72836,0.66666667,0.00841316,0.01261973
72837,0.66666667,0.00841316,0.01261973
72838,0.50000000,0.00630987,0.01261973
72839,0.28947368,0.00365308,0.01261973
72840,0.00000000,0.00000000,0.01261973
72841,0.00000000,0.00000000,0.01261973
72842,1.00000000,0.01261973,0.01261973
72843,0.50000000,0.00630987,0.01261973
72844,0.02702703,0.00034107,0.01261973
72845,1.00000000,0.01261973,0.01261973
72846,1.00000000,0.01261973,0.01261973
72847,0.20000000,0.00252395,0.01261973
72848,0.25000000,0.00315493,0.01261973
72849,0.00000000,0.00000000,0.01261973
72850,0.33333333,0.00420658,0.01261973
72851,0.20000000,0.00252395,0.01261973
72852,0.40000000,0.00504789,0.01261973
72853,0.20000000,0.00252395,0.01261973
72854,0.50000000,0.00630987,0.01261973
72855,1.00000000,0.01261973,0.01261973
72856,0.52000000,0.00656226,0.01261973
72857,1.00000000,0.01261973,0.01261973
72858,0.00000000,0.00000000,0.01261973
72859,1.00000000,0.01261973,0.01261973
72860,1.00000000,0.01261973,0.01261973
72861,1.00000000,0.01261973,0.01261973
72862,1.00000000,0.01261973,0.01261973
72863,0.87500000,0.01104227,0.01261973
72864,0.88888889,0.01121754,0.01261973
72865,0.05882353,0.00074234,0.01261973
72866,0.06250000,0.00078873,0.01261973
72867,0.85714286,0.01081691,0.01261973
72868,1.00000000,0.01261973,0.01261973
72869,1.00000000,0.01261973,0.01261973
72870,0.25000000,0.00315493,0.01261973
72871,1.00000000,0.01261973,0.01261973
72872,0.05882353,0.00074234,0.01261973
72873,0.50000000,0.00630987,0.01261973
72874,0.37931034,0.00478680,0.01261973
72875,1.00000000,0.01261973,0.01261973
72876,0.75000000,0.00946480,0.01261973
72877,0.69230769,0.00873674,0.01261973
72878,1.00000000,0.01261973,0.01261973
72879,0.07692308,0.00097075,0.01261973
72880,0.84615385,0.01067824,0.01261973
72881,0.42857143,0.00540846,0.01261973
72882,1.00000000,0.01261973,0.01261973
72883,0.50000000,0.00630987,0.01261973
72884,1.00000000,0.01261973,0.01261973
72885,0.33333333,0.00420658,0.01261973
72886,0.66666667,0.00841316,0.01261973
72887,0.66666667,0.00841316,0.01261973
72888,1.00000000,0.01261973,0.01261973
72889,1.00000000,0.01261973,0.01261973
72890,1.00000000,0.01261973,0.01261973
72891,0.75000000,0.00946480,0.01261973
72892,1.00000000,0.01261973,0.01261973
72893,0.16666667,0.00210329,0.01261973
72894,0.50000000,0.00630987,0.01261973
72895,0.66666667,0.00841316,0.01261973
72896,0.50000000,0.00630987,0.01261973
72897,0.88888889,0.01121754,0.01261973
72898,1.00000000,0.01261973,0.01261973
72899,0.00000000,0.00000000,0.01261973
72900,1.00000000,0.01261973,0.01261973
72901,0.50000000,0.00630987,0.01261973
72902,0.00000000,0.00000000,0.01261973
72903,1.00000000,0.01261973,0.01261973
72904,0.40000000,0.00504789,0.01261973
72905,0.00000000,0.00000000,0.01261973
72906,0.14285714,0.00180282,0.01261973
72907,0.47619048,0.00600940,0.01261973
72908,0.40000000,0.00504789,0.01261973
72909,0.14285714,0.00180282,0.01261973
72910,1.00000000,0.01261973,0.01261973
72911,0.75000000,0.00946480,0.01261973
72912,0.75000000,0.00946480,0.01261973
72913,0.66666667,0.00841316,0.01261973
72914,1.00000000,0.01261973,0.01261973
72915,1.00000000,0.01261973,0.01261973
72916,0.33333333,0.00420658,0.01261973
72917,0.33333333,0.00420658,0.01261973
72918,0.33333333,0.00420658,0.01261973
72919,0.00000000,0.00000000,0.01261973
72920,1.00000000,0.01261973,0.01261973
72921,0.00000000,0.00000000,0.01261973
72922,1.00000000,0.01261973,0.01261973
72923,0.50000000,0.00630987,0.01261973
72924,0.50000000,0.00630987,0.01261973
72925,1.00000000,0.01261973,0.01261973
72926,1.00000000,0.01261973,0.01261973
72927,1.00000000,0.01261973,0.01261973
72928,0.25000000,0.00315493,0.01261973
72929,0.00000000,0.00000000,0.01261973
72930,0.00000000,0.00000000,0.01261973
72931,0.00000000,0.00000000,0.01261973
72932,1.00000000,0.01261973,0.01261973
72933,0.08333333,0.00105164,0.01261973
72934,0.08333333,0.00105164,0.01261973
72935,0.33333333,0.00420658,0.01261973
72936,0.40000000,0.00504789,0.01261973
72937,0.00000000,0.00000000,0.01261973
72938,0.60000000,0.00757184,0.01261973
72939,0.75000000,0.00946480,0.01261973
72940,0.50000000,0.00630987,0.01261973
72941,0.50000000,0.00630987,0.01261973
72942,0.50000000,0.00630987,0.01261973
72943,0.00000000,0.00000000,0.01261973
72944,1.00000000,0.01261973,0.01261973
72945,0.50000000,0.00630987,0.01261973
72946,1.00000000,0.01261973,0.01261973
72947,0.33333333,0.00420658,0.01261973
72948,0.33333333,0.00420658,0.01261973
72949,1.00000000,0.01261973,0.01261973
72950,0.03030303,0.00038242,0.01261973
72951,1.00000000,0.01261973,0.01261973
72952,0.25000000,0.00315493,0.01261973
72953,1.00000000,0.01261973,0.01261973
72954,0.25000000,0.00315493,0.01261973
72955,0.25000000,0.00315493,0.01261973
72956,1.00000000,0.01261973,0.01261973
72957,0.50000000,0.00630987,0.01261973
72958,0.50000000,0.00630987,0.01261973
72959,0.50000000,0.00630987,0.01261973
72960,0.00000000,0.00000000,0.01261973
72961,1.00000000,0.01261973,0.01261973
72962,0.50000000,0.00630987,0.01261973
72963,0.08695652,0.00109737,0.01261973
72964,1.00000000,0.01261973,0.01261973
72965,1.00000000,0.01261973,0.01261973
72966,0.00000000,0.00000000,0.01261973
72967,0.68965517,0.00870326,0.01261973
72968,1.00000000,0.01261973,0.01261973
72969,1.00000000,0.01261973,0.01261973
72970,0.75000000,0.00946480,0.01261973
72971,1.00000000,0.01261973,0.01261973
72972,0.50000000,0.00630987,0.01261973
72973,1.00000000,0.01261973,0.01261973
72974,0.75000000,0.00946480,0.01261973
72975,0.75000000,0.00946480,0.01261973
72976,0.00000000,0.00000000,0.01261973
72977,0.75000000,0.00946480,0.01261973
72978,0.25000000,0.00315493,0.01261973
72979,0.25000000,0.00315493,0.01261973
72980,0.50000000,0.00630987,0.01261973
72981,0.16666667,0.00210329,0.01261973
72982,0.00000000,0.00000000,0.01261973
72983,0.00000000,0.00000000,0.01261973
72984,0.50000000,0.00630987,0.01261973
72985,0.25000000,0.00315493,0.01261973
72986,0.50000000,0.00630987,0.01261973
72987,0.50000000,0.00630987,0.01261973
72988,0.05000000,0.00063099,0.01261973
72989,0.16666667,0.00210329,0.01261973
72990,0.57142857,0.00721128,0.01261973
72991,0.27272727,0.00344175,0.01261973
72992,0.40000000,0.00504789,0.01261973
72993,1.00000000,0.01261973,0.01261973
72994,0.50000000,0.00630987,0.01261973
72995,0.50000000,0.00630987,0.01261973
72996,0.50000000,0.00630987,0.01261973
72997,0.50000000,0.00630987,0.01261973
72998,1.00000000,0.01261973,0.01261973
72999,1.00000000,0.01261973,0.01261973
73000,0.15384615,0.00194150,0.01261973
73001,0.11538462,0.00145612,0.01261973
73002,0.37301587,0.00470736,0.01261973
73003,0.07142857,0.00090141,0.01261973
73004,0.14285714,0.00180282,0.01261973
73005,0.00000000,0.00000000,0.01261973
73006,0.00000000,0.00000000,0.01261973
73007,0.23076923,0.00291225,0.01261973
73008,0.12500000,0.00157747,0.01261973
73009,0.57142857,0.00721128,0.01261973
73010,0.12500000,0.00157747,0.01261973
73011,0.14285714,0.00180282,0.01261973
73012,0.14285714,0.00180282,0.01261973
73013,0.12500000,0.00157747,0.01261973
73014,0.12500000,0.00157747,0.01261973
73015,0.25000000,0.00315493,0.01261973
73016,0.12500000,0.00157747,0.01261973
73017,0.25000000,0.00315493,0.01261973
73018,0.12500000,0.00157747,0.01261973
73019,0.30000000,0.00378592,0.01261973
73020,0.10000000,0.00126197,0.01261973
73021,0.10000000,0.00126197,0.01261973
73022,0.20000000,0.00252395,0.01261973
73023,0.25000000,0.00315493,0.01261973
73024,0.08333333,0.00105164,0.01261973
73025,0.21428571,0.00270423,0.01261973
73026,1.00000000,0.01261973,0.01261973
73027,0.00000000,0.00000000,0.01261973
73028,0.12500000,0.00157747,0.01261973
73029,0.04761905,0.00060094,0.01261973
73030,1.00000000,0.01261973,0.01261973
73031,0.36568214,0.00461481,0.01261973
73032,0.64077869,0.00808646,0.01261973
73033,0.11035008,0.00139259,0.01261973
73034,1.00000000,0.01261973,0.01261973
73035,0.18360434,0.00231704,0.01261973
73036,0.36585366,0.00461698,0.01261973
73037,0.35135135,0.00443396,0.01261973
73038,0.40000000,0.00504789,0.01261973
73039,0.50000000,0.00630987,0.01261973
73040,0.66666667,0.00841316,0.01261973
73041,0.33333333,0.00420658,0.01261973
73042,0.33333333,0.00420658,0.01261973
73043,1.00000000,0.01261973,0.01261973
73044,0.12500000,0.00157747,0.01261973
73045,0.00000000,0.00000000,0.01261973
73046,0.00000000,0.00000000,0.01261973
73047,1.00000000,0.01261973,0.01261973
73048,0.04166667,0.00052582,0.01261973
73049,1.00000000,0.01261973,0.01261973
73050,1.00000000,0.01261973,0.01261973
73051,0.25000000,0.00315493,0.01261973
73052,0.20000000,0.00252395,0.01261973
73053,0.50000000,0.00630987,0.01261973
73054,0.50000000,0.00630987,0.01261973
73055,0.25000000,0.00315493,0.01261973
73056,0.10000000,0.00126197,0.01261973
73057,0.30000000,0.00378592,0.01261973
73058,0.10000000,0.00126197,0.01261973
73059,0.80000000,0.01009579,0.01261973
73060,1.00000000,0.01261973,0.01261973
73061,0.20000000,0.00252395,0.01261973
73062,1.00000000,0.01261973,0.01261973
73063,1.00000000,0.01261973,0.01261973
73064,0.76923077,0.00970749,0.01261973
73065,1.00000000,0.01261973,0.01261973
73066,0.16666667,0.00210329,0.01261973
73067,1.00000000,0.01261973,0.01261973
73068,0.00000000,0.00000000,0.01261973
73069,0.00000000,0.00000000,0.01261973
73070,0.20000000,0.00252395,0.01261973
73071,0.00000000,0.00000000,0.01261973
73072,0.00000000,0.00000000,0.01261973
73073,1.00000000,0.01261973,0.01261973
73074,1.00000000,0.01261973,0.01261973
73075,0.78947368,0.00996295,0.01261973
73076,0.25000000,0.00315493,0.01261973
73077,0.14285714,0.00180282,0.01261973
73078,1.00000000,0.01261973,0.01261973
73079,0.16666667,0.00210329,0.01261973
73080,0.50000000,0.00630987,0.01261973
73081,0.50000000,0.00630987,0.01261973
73082,0.50000000,0.00630987,0.01261973
73083,0.88888889,0.01121754,0.01261973
73084,0.50000000,0.00630987,0.01261973
73085,1.00000000,0.01261973,0.01261973
73086,1.00000000,0.01261973,0.01261973
73087,0.00000000,0.00000000,0.01261973
73088,1.00000000,0.01261973,0.01261973
73089,1.00000000,0.01261973,0.01261973
73090,0.00000000,0.00000000,0.01261973
73091,1.00000000,0.01261973,0.01261973
73092,0.00000000,0.00000000,0.01261973
73093,0.71428571,0.00901409,0.01261973
73094,0.25000000,0.00315493,0.01261973
73095,0.08333333,0.00105164,0.01261973
73096,0.27272727,0.00344175,0.01261973
73097,0.35714286,0.00450705,0.01261973
73098,0.71428571,0.00901409,0.01261973
73099,0.28571429,0.00360564,0.01261973
73100,0.04545455,0.00057362,0.01261973
73101,0.40909091,0.00516262,0.01261973
73102,0.50000000,0.00630987,0.01261973
73103,0.66666667,0.00841316,0.01261973
73104,0.60000000,0.00757184,0.01261973
73105,0.25000000,0.00315493,0.01261973
73106,0.11111111,0.00140219,0.01261973
73107,0.11111111,0.00140219,0.01261973
73108,0.83333333,0.01051644,0.01261973
73109,0.66666667,0.00841316,0.01261973
73110,0.40000000,0.00504789,0.01261973
73111,0.62500000,0.00788733,0.01261973
73112,0.16666667,0.00210329,0.01261973
73113,0.18181818,0.00229450,0.01261973
73114,0.90909091,0.01147248,0.01261973
73115,0.25000000,0.00315493,0.01261973
73116,0.00000000,0.00000000,0.01261973
73117,0.50000000,0.00630987,0.01261973
73118,1.00000000,0.01261973,0.01261973
73119,1.00000000,0.01261973,0.01261973
73120,1.00000000,0.01261973,0.01261973
73121,1.00000000,0.01261973,0.01261973
73122,0.00000000,0.00000000,0.01261973
73123,0.44871795,0.00566270,0.01261973
73124,0.61631944,0.00777779,0.01261973
73125,1.00000000,0.01261973,0.01261973
73126,0.47619048,0.00600940,0.01261973
73127,0.46428571,0.00585916,0.01261973
73128,0.03571429,0.00045070,0.01261973
73129,0.56000000,0.00706705,0.01261973
73130,0.54166667,0.00683569,0.01261973
73131,0.05263158,0.00066420,0.01261973
73132,0.48275862,0.00609228,0.01261973
73133,0.96428571,0.01216903,0.01261973
73134,0.03846154,0.00048537,0.01261973
73135,0.66666667,0.00841316,0.01261973
73136,0.50000000,0.00630987,0.01261973
73137,0.50000000,0.00630987,0.01261973
73138,0.50000000,0.00630987,0.01261973
73139,0.10714286,0.00135211,0.01261973
73140,0.08208955,0.00103595,0.01261973
73141,0.57894737,0.00730616,0.01261973
73142,0.10000000,0.00126197,0.01261973
73143,1.00000000,0.01261973,0.01261973
73144,0.73684211,0.00929875,0.01261973
73145,1.00000000,0.01261973,0.01261973
73146,1.00000000,0.01261973,0.01261973
73147,0.33333333,0.00420658,0.01261973
73148,1.00000000,0.01261973,0.01261973
73149,1.00000000,0.01261973,0.01261973
73150,1.00000000,0.01261973,0.01261973
73151,1.00000000,0.01261973,0.01261973
73152,1.00000000,0.01261973,0.01261973
73153,0.00000000,0.00000000,0.01261973
73154,0.33333333,0.00420658,0.01261973
73155,0.66666667,0.00841316,0.01261973
73156,1.00000000,0.01261973,0.01261973
73157,1.00000000,0.01261973,0.01261973
73158,0.50000000,0.00630987,0.01261973
73159,1.00000000,0.01261973,0.01261973
73160,0.50000000,0.00630987,0.01261973
73161,1.00000000,0.01261973,0.01261973
73162,1.00000000,0.01261973,0.01261973
73163,0.00000000,0.00000000,0.01261973
73164,0.14285714,0.00180282,0.01261973
73165,0.50000000,0.00630987,0.01261973
73166,0.33333333,0.00420658,0.01261973
73167,0.33333333,0.00420658,0.01261973
73168,0.33333333,0.00420658,0.01261973
73169,0.33333333,0.00420658,0.01261973
73170,0.50000000,0.00630987,0.01261973
73171,0.50000000,0.00630987,0.01261973
73172,0.50000000,0.00630987,0.01261973
73173,0.50000000,0.00630987,0.01261973
73174,1.00000000,0.01261973,0.01261973
73175,0.87500000,0.01104227,0.01261973
73176,0.50000000,0.00630987,0.01261973
73177,0.75000000,0.00946480,0.01261973
73178,0.00000000,0.00000000,0.01261973
73179,1.00000000,0.01261973,0.01261973
73180,0.16666667,0.00210329,0.01261973
73181,0.40000000,0.00504789,0.01261973
73182,0.60000000,0.00757184,0.01261973
73183,0.50000000,0.00630987,0.01261973
73184,0.25000000,0.00315493,0.01261973
73185,0.25000000,0.00315493,0.01261973
73186,0.16161616,0.00203955,0.01261973
73187,0.00000000,0.00000000,0.01261973
73188,0.33333333,0.00420658,0.01261973
73189,1.00000000,0.01261973,0.01261973
73190,0.00000000,0.00000000,0.01261973
73191,0.00000000,0.00000000,0.01261973
73192,0.50000000,0.00630987,0.01261973
73193,0.50000000,0.00630987,0.01261973
73194,0.00000000,0.00000000,0.01261973
73195,0.25000000,0.00315493,0.01261973
73196,0.00000000,0.00000000,0.01261973
73197,0.27777778,0.00350548,0.01261973
73198,0.84615385,0.01067824,0.01261973
73199,0.50000000,0.00630987,0.01261973
73200,0.00000000,0.00000000,0.01261973
73201,0.00000000,0.00000000,0.01261973
73202,0.50000000,0.00630987,0.01261973
73203,0.75000000,0.00946480,0.01261973
73204,0.54545455,0.00688349,0.01261973
73205,0.40000000,0.00504789,0.01261973
73206,0.00000000,0.00000000,0.01261973
73207,1.00000000,0.01261973,0.01261973
73208,1.00000000,0.01261973,0.01261973
73209,0.33333333,0.00420658,0.01261973
73210,0.00000000,0.00000000,0.01261973
73211,0.16666667,0.00210329,0.01261973
73212,0.00000000,0.00000000,0.01261973
73213,0.66666667,0.00841316,0.01261973
73214,0.00000000,0.00000000,0.01261973
73215,0.10714286,0.00135211,0.01261973
73216,0.12500000,0.00157747,0.01261973
73217,0.12500000,0.00157747,0.01261973
73218,0.12500000,0.00157747,0.01261973
73219,0.50000000,0.00630987,0.01261973
73220,0.12500000,0.00157747,0.01261973
73221,0.10000000,0.00126197,0.01261973
73222,0.07142857,0.00090141,0.01261973
73223,0.07142857,0.00090141,0.01261973
73224,0.14285714,0.00180282,0.01261973
73225,0.93750000,0.01183100,0.01261973
73226,0.05263158,0.00066420,0.01261973
73227,0.10526316,0.00132839,0.01261973
73228,0.66666667,0.00841316,0.01261973
73229,0.00000000,0.00000000,0.01261973
73230,0.00000000,0.00000000,0.01261973
73231,0.33333333,0.00420658,0.01261973
73232,0.66666667,0.00841316,0.01261973
73233,0.50000000,0.00630987,0.01261973
73234,1.00000000,0.01261973,0.01261973
73235,0.60000000,0.00757184,0.01261973
73236,0.58620690,0.00739777,0.01261973
73237,0.00000000,0.00000000,0.01261973
73238,0.60000000,0.00757184,0.01261973
73239,0.06250000,0.00078873,0.01261973
73240,0.20718232,0.00261459,0.01261973
73241,0.00000000,0.00000000,0.01261973
73242,0.25000000,0.00315493,0.01261973
73243,0.06666667,0.00084132,0.01261973
73244,0.12500000,0.00157747,0.01261973
73245,0.16666667,0.00210329,0.01261973
73246,0.31578947,0.00398518,0.01261973
73247,0.14285714,0.00180282,0.01261973
73248,0.14634146,0.00184679,0.01261973
73249,0.10000000,0.00126197,0.01261973
73250,0.21428571,0.00270423,0.01261973
73251,0.00000000,0.00000000,0.01261973
73252,0.00000000,0.00000000,0.01261973
73253,1.00000000,0.01261973,0.01261973
73254,0.00000000,0.00000000,0.01261973
73255,1.00000000,0.01261973,0.01261973
73256,0.00000000,0.00000000,0.01261973
73257,0.50000000,0.00630987,0.01261973
73258,0.00000000,0.00000000,0.01261973
73259,1.00000000,0.01261973,0.01261973
73260,1.00000000,0.01261973,0.01261973
73261,0.80000000,0.01009579,0.01261973
73262,1.00000000,0.01261973,0.01261973
73263,0.60000000,0.00757184,0.01261973
73264,0.20000000,0.00252395,0.01261973
73265,0.50000000,0.00630987,0.01261973
73266,0.10000000,0.00126197,0.01261973
73267,0.11111111,0.00140219,0.01261973
73268,0.16666667,0.00210329,0.01261973
73269,1.00000000,0.01261973,0.01261973
73270,1.00000000,0.01261973,0.01261973
73271,0.12500000,0.00157747,0.01261973
73272,0.00000000,0.00000000,0.01261973
73273,0.26923077,0.00339762,0.01261973
73274,0.20000000,0.00252395,0.01261973
73275,1.00000000,0.01261973,0.01261973
73276,1.00000000,0.01261973,0.01261973
73277,1.00000000,0.01261973,0.01261973
73278,0.66666667,0.00841316,0.01261973
73279,0.66666667,0.00841316,0.01261973
73280,0.66666667,0.00841316,0.01261973
73281,1.00000000,0.01261973,0.01261973
73282,0.14285714,0.00180282,0.01261973
73283,0.11111111,0.00140219,0.01261973
73284,0.00000000,0.00000000,0.01261973
73285,0.00000000,0.00000000,0.01261973
73286,0.09090909,0.00114725,0.01261973
73287,0.50000000,0.00630987,0.01261973
73288,0.50000000,0.00630987,0.01261973
73289,0.66666667,0.00841316,0.01261973
73290,0.85454545,0.01078414,0.01261973
73291,1.00000000,0.01261973,0.01261973
73292,0.00000000,0.00000000,0.01261973
73293,0.00000000,0.00000000,0.01261973
73294,0.00000000,0.00000000,0.01261973
73295,0.16666667,0.00210329,0.01261973
73296,0.12500000,0.00157747,0.01261973
73297,1.00000000,0.01261973,0.01261973
73298,1.00000000,0.01261973,0.01261973
73299,0.33333333,0.00420658,0.01261973
73300,0.33333333,0.00420658,0.01261973
73301,0.66666667,0.00841316,0.01261973
73302,0.25000000,0.00315493,0.01261973
73303,0.57142857,0.00721128,0.01261973
73304,0.28571429,0.00360564,0.01261973
73305,1.00000000,0.01261973,0.01261973
73306,0.66666667,0.00841316,0.01261973
73307,1.00000000,0.01261973,0.01261973
73308,0.50000000,0.00630987,0.01261973
73309,0.25000000,0.00315493,0.01261973
73310,0.00000000,0.00000000,0.01261973
73311,1.00000000,0.01261973,0.01261973
73312,0.08333333,0.00105164,0.01261973
73313,0.08333333,0.00105164,0.01261973
73314,0.00000000,0.00000000,0.01261973
73315,1.00000000,0.01261973,0.01261973
73316,1.00000000,0.01261973,0.01261973
73317,0.66666667,0.00841316,0.01261973
73318,1.00000000,0.01261973,0.01261973
73319,0.12500000,0.00157747,0.01261973
73320,0.50000000,0.00630987,0.01261973
73321,0.50000000,0.00630987,0.01261973
73322,1.00000000,0.01261973,0.01261973
73323,0.11111111,0.00140219,0.01261973
73324,0.50000000,0.00630987,0.01261973
73325,0.00000000,0.00000000,0.01261973
73326,0.00000000,0.00000000,0.01261973
73327,1.00000000,0.01261973,0.01261973
73328,1.00000000,0.01261973,0.01261973
73329,0.20000000,0.00252395,0.01261973
73330,1.00000000,0.01261973,0.01261973
73331,0.50000000,0.00630987,0.01261973
73332,0.50000000,0.00630987,0.01261973
73333,1.00000000,0.01261973,0.01261973
73334,1.00000000,0.01261973,0.01261973
73335,1.00000000,0.01261973,0.01261973
73336,0.00000000,0.00000000,0.01261973
73337,1.00000000,0.01261973,0.01261973
73338,0.50000000,0.00630987,0.01261973
73339,0.00000000,0.00000000,0.01261973
73340,0.25000000,0.00315493,0.01261973
73341,0.50000000,0.00630987,0.01261973
73342,1.00000000,0.01261973,0.01261973
73343,0.85714286,0.01081691,0.01261973
73344,0.84615385,0.01067824,0.01261973
73345,0.90000000,0.01135776,0.01261973
73346,0.00000000,0.00000000,0.01261973
73347,0.25000000,0.00315493,0.01261973
73348,0.75000000,0.00946480,0.01261973
73349,0.07142857,0.00090141,0.01261973
73350,0.57894737,0.00730616,0.01261973
73351,0.10955056,0.00138250,0.01261973
73352,0.10773481,0.00135958,0.01261973
73353,0.05000000,0.00063099,0.01261973
73354,1.00000000,0.01261973,0.01261973
73355,0.00000000,0.00000000,0.01261973
73356,0.00000000,0.00000000,0.01261973
73357,0.20000000,0.00252395,0.01261973
73358,0.15625000,0.00197183,0.01261973
73359,0.00000000,0.00000000,0.01261973
73360,0.25000000,0.00315493,0.01261973
73361,0.50000000,0.00630987,0.01261973
73362,0.20000000,0.00252395,0.01261973
73363,1.00000000,0.01261973,0.01261973
73364,0.80952381,0.01021597,0.01261973
73365,0.09090909,0.00114725,0.01261973
73366,0.91666667,0.01156809,0.01261973
73367,0.00000000,0.00000000,0.01261973
73368,1.00000000,0.01261973,0.01261973
73369,1.00000000,0.01261973,0.01261973
73370,1.00000000,0.01261973,0.01261973
73371,0.00000000,0.00000000,0.01261973
73372,1.00000000,0.01261973,0.01261973
73373,1.00000000,0.01261973,0.01261973
73374,0.93750000,0.01183100,0.01261973
73375,1.00000000,0.01261973,0.01261973
73376,1.00000000,0.01261973,0.01261973
73377,0.33333333,0.00420658,0.01261973
73378,0.00000000,0.00000000,0.01261973
73379,0.00000000,0.00000000,0.01261973
73380,1.00000000,0.01261973,0.01261973
73381,0.00000000,0.00000000,0.01261973
73382,0.00000000,0.00000000,0.01261973
73383,0.11111111,0.00140219,0.01261973
73384,0.77777778,0.00981535,0.01261973
73385,0.08333333,0.00105164,0.01261973
73386,1.00000000,0.01261973,0.01261973
73387,0.25000000,0.00315493,0.01261973
73388,1.00000000,0.01261973,0.01261973
73389,0.45652174,0.00576118,0.01261973
73390,0.64583333,0.00815024,0.01261973
73391,1.00000000,0.01261973,0.01261973
73392,0.37500000,0.00473240,0.01261973
73393,0.50000000,0.00630987,0.01261973
73394,0.00000000,0.00000000,0.01261973
73395,0.07142857,0.00090141,0.01261973
73396,0.46153846,0.00582449,0.01261973
73397,1.00000000,0.01261973,0.01261973
73398,0.00000000,0.00000000,0.01261973
73399,0.50000000,0.00630987,0.01261973
73400,0.25000000,0.00315493,0.01261973
73401,0.50000000,0.00630987,0.01261973
73402,0.50000000,0.00630987,0.01261973
73403,0.25000000,0.00315493,0.01261973
73404,0.28571429,0.00360564,0.01261973
73405,0.00000000,0.00000000,0.01261973
73406,1.00000000,0.01261973,0.01261973
73407,0.33333333,0.00420658,0.01261973
73408,0.00000000,0.00000000,0.01261973
73409,0.00000000,0.00000000,0.01261973
73410,0.25000000,0.00315493,0.01261973
73411,0.25000000,0.00315493,0.01261973
73412,0.25000000,0.00315493,0.01261973
73413,0.00000000,0.00000000,0.01261973
73414,0.50000000,0.00630987,0.01261973
73415,0.50000000,0.00630987,0.01261973
73416,1.00000000,0.01261973,0.01261973
73417,0.00000000,0.00000000,0.01261973
73418,0.75000000,0.00946480,0.01261973
73419,0.14285714,0.00180282,0.01261973
73420,0.00000000,0.00000000,0.01261973
73421,0.12000000,0.00151437,0.01261973
73422,0.00000000,0.00000000,0.01261973
73423,0.33333333,0.00420658,0.01261973
73424,0.03030303,0.00038242,0.01261973
73425,0.33333333,0.00420658,0.01261973
73426,0.00000000,0.00000000,0.01261973
73427,0.00000000,0.00000000,0.01261973
73428,0.00000000,0.00000000,0.01261973
73429,1.00000000,0.01261973,0.01261973
73430,0.11111111,0.00140219,0.01261973
73431,0.11111111,0.00140219,0.01261973
73432,0.50000000,0.00630987,0.01261973
73433,0.28571429,0.00360564,0.01261973
73434,0.16666667,0.00210329,0.01261973
73435,0.00000000,0.00000000,0.01261973
73436,0.07142857,0.00090141,0.01261973
73437,0.14285714,0.00180282,0.01261973
73438,0.60000000,0.00757184,0.01261973
73439,0.25000000,0.00315493,0.01261973
73440,0.50000000,0.00630987,0.01261973
73441,1.00000000,0.01261973,0.01261973
73442,0.00000000,0.00000000,0.01261973
73443,1.00000000,0.01261973,0.01261973
73444,0.16666667,0.00210329,0.01261973
73445,0.00000000,0.00000000,0.01261973
73446,0.85714286,0.01081691,0.01261973
73447,1.00000000,0.01261973,0.01261973
73448,0.24435192,0.00308366,0.01261973
73449,0.28846154,0.00364031,0.01261973
73450,0.78260870,0.00987631,0.01261973
73451,1.00000000,0.01261973,0.01261973
73452,1.00000000,0.01261973,0.01261973
73453,1.00000000,0.01261973,0.01261973
73454,1.00000000,0.01261973,0.01261973
73455,1.00000000,0.01261973,0.01261973
73456,0.33333333,0.00420658,0.01261973
73457,1.00000000,0.01261973,0.01261973
73458,1.00000000,0.01261973,0.01261973
73459,1.00000000,0.01261973,0.01261973
73460,1.00000000,0.01261973,0.01261973
73461,1.00000000,0.01261973,0.01261973
73462,0.34285714,0.00432677,0.01261973
73463,1.00000000,0.01261973,0.01261973
73464,0.07692308,0.00097075,0.01261973
73465,0.10000000,0.00126197,0.01261973
73466,0.34615385,0.00436837,0.01261973
